,index,time_unit,identifier_id,info_id,filename,zmq_version,benchmark,benchmark_type,helics_version_string,helics_version,zmq_version_string,path,compiler_info_string,generator,system,system_version,platform,cxx_compiler,cxx_compiler_version,build_flags_string,host_processor,host_processor_string,date,host_name,executable,num_cpus,mhz_per_cpu,cpu_scaling_enabled,load_avg,library_build_type,run_id,cache_id,type,level,size,num_sharing,benchmark_id,cpu_time,core_type,filter_location,iterations,name,real_time,repetition_index,repetitions,run_name,run_type,threads,federate_count,interface_count,EvCount,message_count,message_size
0,0,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,0,Data,1,32768000,2,0,0.014125278954797862,unspecified,nan,49777778,BM_AM_toString,0.01420288185779135,0,0,BM_AM_toString,iteration,1,nan,nan,nan,nan,nan
1,1,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,0,Data,1,32768000,2,1,0.0224609375,unspecified,nan,32000000,BM_AM_FromString,0.022431059373047905,0,0,BM_AM_FromString,iteration,1,nan,nan,nan,nan,nan
2,2,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,0,Data,1,32768000,2,2,0.013113839285714286,unspecified,nan,56000000,BM_AM_toString_time,0.013018607143229539,0,0,BM_AM_toString_time,iteration,1,nan,nan,nan,nan,nan
3,3,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,0,Data,1,32768000,2,3,0.01123046875,unspecified,nan,64000000,BM_AM_FromString_time,0.011131656250654487,0,0,BM_AM_FromString_time,iteration,1,nan,nan,nan,nan,nan
4,4,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,0,Data,1,32768000,2,4,0.018415178735849812,unspecified,nan,37333333,BM_AM_packetize,0.018578121597222604,0,0,BM_AM_packetize,iteration,1,nan,nan,nan,nan,nan
5,5,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,0,Data,1,32768000,2,5,0.024065289909985604,unspecified,nan,29866667,BM_AM_depacketize,0.024131145934675958,0,0,BM_AM_depacketize,iteration,1,nan,nan,nan,nan,nan
6,6,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,0,Data,1,32768000,2,6,0.546875,unspecified,nan,1000000,BM_AM_packetize_strings,0.5353214999195188,0,0,BM_AM_packetize_strings,iteration,1,nan,nan,nan,nan,nan
7,7,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,0,Data,1,32768000,2,7,0.5998883928571429,unspecified,nan,1120000,BM_AM_depacketize_strings,0.6070655356909681,0,0,BM_AM_depacketize_strings,iteration,1,nan,nan,nan,nan,nan
8,8,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,1,Instruction,1,65536000,2,0,0.014125278954797862,unspecified,nan,49777778,BM_AM_toString,0.01420288185779135,0,0,BM_AM_toString,iteration,1,nan,nan,nan,nan,nan
9,9,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,1,Instruction,1,65536000,2,1,0.0224609375,unspecified,nan,32000000,BM_AM_FromString,0.022431059373047905,0,0,BM_AM_FromString,iteration,1,nan,nan,nan,nan,nan
10,10,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,1,Instruction,1,65536000,2,2,0.013113839285714286,unspecified,nan,56000000,BM_AM_toString_time,0.013018607143229539,0,0,BM_AM_toString_time,iteration,1,nan,nan,nan,nan,nan
11,11,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,1,Instruction,1,65536000,2,3,0.01123046875,unspecified,nan,64000000,BM_AM_FromString_time,0.011131656250654487,0,0,BM_AM_FromString_time,iteration,1,nan,nan,nan,nan,nan
12,12,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,1,Instruction,1,65536000,2,4,0.018415178735849812,unspecified,nan,37333333,BM_AM_packetize,0.018578121597222604,0,0,BM_AM_packetize,iteration,1,nan,nan,nan,nan,nan
13,13,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,1,Instruction,1,65536000,2,5,0.024065289909985604,unspecified,nan,29866667,BM_AM_depacketize,0.024131145934675958,0,0,BM_AM_depacketize,iteration,1,nan,nan,nan,nan,nan
14,14,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,1,Instruction,1,65536000,2,6,0.546875,unspecified,nan,1000000,BM_AM_packetize_strings,0.5353214999195188,0,0,BM_AM_packetize_strings,iteration,1,nan,nan,nan,nan,nan
15,15,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,1,Instruction,1,65536000,2,7,0.5998883928571429,unspecified,nan,1120000,BM_AM_depacketize_strings,0.6070655356909681,0,0,BM_AM_depacketize_strings,iteration,1,nan,nan,nan,nan,nan
16,16,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,2,Unified,2,524288000,2,0,0.014125278954797862,unspecified,nan,49777778,BM_AM_toString,0.01420288185779135,0,0,BM_AM_toString,iteration,1,nan,nan,nan,nan,nan
17,17,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,2,Unified,2,524288000,2,1,0.0224609375,unspecified,nan,32000000,BM_AM_FromString,0.022431059373047905,0,0,BM_AM_FromString,iteration,1,nan,nan,nan,nan,nan
18,18,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,2,Unified,2,524288000,2,2,0.013113839285714286,unspecified,nan,56000000,BM_AM_toString_time,0.013018607143229539,0,0,BM_AM_toString_time,iteration,1,nan,nan,nan,nan,nan
19,19,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,2,Unified,2,524288000,2,3,0.01123046875,unspecified,nan,64000000,BM_AM_FromString_time,0.011131656250654487,0,0,BM_AM_FromString_time,iteration,1,nan,nan,nan,nan,nan
20,20,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,2,Unified,2,524288000,2,4,0.018415178735849812,unspecified,nan,37333333,BM_AM_packetize,0.018578121597222604,0,0,BM_AM_packetize,iteration,1,nan,nan,nan,nan,nan
21,21,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,2,Unified,2,524288000,2,5,0.024065289909985604,unspecified,nan,29866667,BM_AM_depacketize,0.024131145934675958,0,0,BM_AM_depacketize,iteration,1,nan,nan,nan,nan,nan
22,22,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,2,Unified,2,524288000,2,6,0.546875,unspecified,nan,1000000,BM_AM_packetize_strings,0.5353214999195188,0,0,BM_AM_packetize_strings,iteration,1,nan,nan,nan,nan,nan
23,23,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,2,Unified,2,524288000,2,7,0.5998883928571429,unspecified,nan,1120000,BM_AM_depacketize_strings,0.6070655356909681,0,0,BM_AM_depacketize_strings,iteration,1,nan,nan,nan,nan,nan
24,24,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,0,0.014125278954797862,unspecified,nan,49777778,BM_AM_toString,0.01420288185779135,0,0,BM_AM_toString,iteration,1,nan,nan,nan,nan,nan
25,25,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,1,0.0224609375,unspecified,nan,32000000,BM_AM_FromString,0.022431059373047905,0,0,BM_AM_FromString,iteration,1,nan,nan,nan,nan,nan
26,26,s,bm_ActionMessageResults2019-11-28_Md3vp.txt,3,bm_ActionMessageResults2019-11-28_Md3vp.txt,4.3.2,actionMessageBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:01:41,SIRIUS,Release\ActionMessageBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,2,0.013113839285714286,unspecified,nan,56000000,BM_AM_toString_time,0.013018607143229539,0,0,BM_AM_toString_time,iteration,1,nan,nan,nan,nan,nan
