,index,time_unit,identifier_id,info_id,filename,zmq_version,benchmark,benchmark_type,helics_version_string,helics_version,zmq_version_string,path,compiler_info_string,generator,system,system_version,platform,cxx_compiler,cxx_compiler_version,build_flags_string,host_processor,host_processor_string,date,host_name,executable,num_cpus,mhz_per_cpu,cpu_scaling_enabled,load_avg,library_build_type,run_id,cache_id,type,level,size,num_sharing,benchmark_id,cpu_time,core_type,filter_location,iterations,name,real_time,repetition_index,repetitions,run_name,run_type,threads,federate_count,interface_count,EvCount,message_count,message_size
1009,1009,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,78,0.0,tcp,nan,1,BMsendMessage_multiCore/tcpCore/1/1/iterations:1/real_time,0.004318500054068863,0,0,BMsendMessage_multiCore/tcpCore/1/1/iterations:1/real_time,iteration,1,nan,nan,nan,1,1
1010,1010,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,79,0.0,tcp,nan,1,BMsendMessage_multiCore/tcpCore/1/8/iterations:1/real_time,0.00697819993365556,0,0,BMsendMessage_multiCore/tcpCore/1/8/iterations:1/real_time,iteration,1,nan,nan,nan,8,1
1011,1011,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,80,0.0,tcp,nan,1,BMsendMessage_multiCore/tcpCore/1/64/iterations:1/real_time,0.036060000071302056,0,0,BMsendMessage_multiCore/tcpCore/1/64/iterations:1/real_time,iteration,1,nan,nan,nan,64,1
1012,1012,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,81,0.0,tcp,nan,1,BMsendMessage_multiCore/tcpCore/1/512/iterations:1/real_time,0.22912320017348975,0,0,BMsendMessage_multiCore/tcpCore/1/512/iterations:1/real_time,iteration,1,nan,nan,nan,512,1
1013,1013,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,82,0.0,tcpss,nan,1,BMsendMessage_multiCore/tcpssCore/1/1/iterations:1/real_time,0.004612899967469275,0,0,BMsendMessage_multiCore/tcpssCore/1/1/iterations:1/real_time,iteration,1,nan,nan,nan,1,1
1014,1014,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,83,0.0,tcpss,nan,1,BMsendMessage_multiCore/tcpssCore/8/1/iterations:1/real_time,0.004710099892690778,0,0,BMsendMessage_multiCore/tcpssCore/8/1/iterations:1/real_time,iteration,1,nan,nan,nan,1,8
1015,1015,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,84,0.0,tcpss,nan,1,BMsendMessage_multiCore/tcpssCore/64/1/iterations:1/real_time,0.004021900123916566,0,0,BMsendMessage_multiCore/tcpssCore/64/1/iterations:1/real_time,iteration,1,nan,nan,nan,1,64
1016,1016,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,85,0.0,tcpss,nan,1,BMsendMessage_multiCore/tcpssCore/512/1/iterations:1/real_time,0.004372399998828769,0,0,BMsendMessage_multiCore/tcpssCore/512/1/iterations:1/real_time,iteration,1,nan,nan,nan,1,512
1017,1017,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,86,0.0,tcpss,nan,1,BMsendMessage_multiCore/tcpssCore/2048/1/iterations:1/real_time,0.004020499996840954,0,0,BMsendMessage_multiCore/tcpssCore/2048/1/iterations:1/real_time,iteration,1,nan,nan,nan,1,2048
1018,1018,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,87,0.0,tcpss,nan,1,BMsendMessage_multiCore/tcpssCore/1/1/iterations:1/real_time,0.004333099815994501,0,0,BMsendMessage_multiCore/tcpssCore/1/1/iterations:1/real_time,iteration,1,nan,nan,nan,1,1
1019,1019,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,88,0.0,tcpss,nan,1,BMsendMessage_multiCore/tcpssCore/1/8/iterations:1/real_time,0.005620100069791079,0,0,BMsendMessage_multiCore/tcpssCore/1/8/iterations:1/real_time,iteration,1,nan,nan,nan,8,1
1020,1020,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,89,0.0,tcpss,nan,1,BMsendMessage_multiCore/tcpssCore/1/64/iterations:1/real_time,0.03249899996444583,0,0,BMsendMessage_multiCore/tcpssCore/1/64/iterations:1/real_time,iteration,1,nan,nan,nan,64,1
1021,1021,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,90,0.0,tcpss,nan,1,BMsendMessage_multiCore/tcpssCore/1/512/iterations:1/real_time,0.16865110001526773,0,0,BMsendMessage_multiCore/tcpssCore/1/512/iterations:1/real_time,iteration,1,nan,nan,nan,512,1
1022,1022,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,91,0.0,udp,nan,1,BMsendMessage_multiCore/udpCore/1/1/iterations:1/real_time,0.00480039999820292,0,0,BMsendMessage_multiCore/udpCore/1/1/iterations:1/real_time,iteration,1,nan,nan,nan,1,1
1023,1023,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,92,0.0,udp,nan,1,BMsendMessage_multiCore/udpCore/8/1/iterations:1/real_time,0.00474570004735142,0,0,BMsendMessage_multiCore/udpCore/8/1/iterations:1/real_time,iteration,1,nan,nan,nan,1,8
1024,1024,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,93,0.0,udp,nan,1,BMsendMessage_multiCore/udpCore/64/1/iterations:1/real_time,0.004483900032937527,0,0,BMsendMessage_multiCore/udpCore/64/1/iterations:1/real_time,iteration,1,nan,nan,nan,1,64
1025,1025,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,94,0.0,udp,nan,1,BMsendMessage_multiCore/udpCore/512/1/iterations:1/real_time,0.004108999972231686,0,0,BMsendMessage_multiCore/udpCore/512/1/iterations:1/real_time,iteration,1,nan,nan,nan,1,512
1026,1026,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,95,0.0,udp,nan,1,BMsendMessage_multiCore/udpCore/4096/1/iterations:1/real_time,0.0034795000683516264,0,0,BMsendMessage_multiCore/udpCore/4096/1/iterations:1/real_time,iteration,1,nan,nan,nan,1,4096
1027,1027,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,96,0.0,udp,nan,1,BMsendMessage_multiCore/udpCore/32768/1/iterations:1/real_time,0.001238199882209301,0,0,BMsendMessage_multiCore/udpCore/32768/1/iterations:1/real_time,iteration,1,nan,nan,nan,1,32768
1028,1028,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,97,0.0,udp,nan,1,BMsendMessage_multiCore/udpCore/1/1/iterations:1/real_time,0.004800800001248717,0,0,BMsendMessage_multiCore/udpCore/1/1/iterations:1/real_time,iteration,1,nan,nan,nan,1,1
1029,1029,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,98,0.0,udp,nan,1,BMsendMessage_multiCore/udpCore/1/8/iterations:1/real_time,0.008553399937227368,0,0,BMsendMessage_multiCore/udpCore/1/8/iterations:1/real_time,iteration,1,nan,nan,nan,8,1
1030,1030,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,99,0.0,udp,nan,1,BMsendMessage_multiCore/udpCore/1/64/iterations:1/real_time,0.03306500008329749,0,0,BMsendMessage_multiCore/udpCore/1/64/iterations:1/real_time,iteration,1,nan,nan,nan,64,1
1031,1031,s,bm_messageSendResults2019-11-28_Md3vp.txt,3,bm_messageSendResults2019-11-28_Md3vp.txt,4.3.2,messageSendBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:06,SIRIUS,Release\messageSendBenchmarks.exe,32,3394,False,[],release,Md3vp,3,Unified,3,8388608000,8,100,0.0,udp,nan,1,BMsendMessage_multiCore/udpCore/1/512/iterations:1/real_time,0.2220918999519199,0,0,BMsendMessage_multiCore/udpCore/1/512/iterations:1/real_time,iteration,1,nan,nan,nan,512,1
1032,1032,s,bm_pholdResults2019-11-28_Md3vp.txt,3,bm_pholdResults2019-11-28_Md3vp.txt,4.3.2,pholdBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:56,SIRIUS,Release\pholdBenchmarks.exe,32,3394,False,[],release,Md3vp,0,Data,1,32768000,2,0,0.09375,singleCore,nan,1,BMphold_singleCore/1/iterations:1/real_time,0.08370440010912716,0,0,BMphold_singleCore/1/iterations:1/real_time,iteration,1,1,nan,32022.0,nan,nan
1033,1033,s,bm_pholdResults2019-11-28_Md3vp.txt,3,bm_pholdResults2019-11-28_Md3vp.txt,4.3.2,pholdBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:56,SIRIUS,Release\pholdBenchmarks.exe,32,3394,False,[],release,Md3vp,0,Data,1,32768000,2,1,0.109375,singleCore,nan,1,BMphold_singleCore/2/iterations:1/real_time,0.10942589992191643,0,0,BMphold_singleCore/2/iterations:1/real_time,iteration,1,2,nan,47909.0,nan,nan
1034,1034,s,bm_pholdResults2019-11-28_Md3vp.txt,3,bm_pholdResults2019-11-28_Md3vp.txt,4.3.2,pholdBenchmark,full,2.3.1-benchmark_old_cmake-g1855105d-dirty (2019-11-28),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-28,Visual Studio 15 2017 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,2019-11-28 08:55:56,SIRIUS,Release\pholdBenchmarks.exe,32,3394,False,[],release,Md3vp,0,Data,1,32768000,2,2,0.21875,singleCore,nan,1,BMphold_singleCore/4/iterations:1/real_time,0.2947197000030428,0,0,BMphold_singleCore/4/iterations:1/real_time,iteration,1,4,nan,80070.0,nan,nan
