,run_id,time_unit,zmq_version,benchmark_type,helics_version_string,helics_version,zmq_version_string,path,compiler_info_string,generator,system,system_version,platform,cxx_compiler,cxx_compiler_version,build_flags_string,host_processor,host_processor_string,date,host_name,num_cpus,mhz_per_cpu,cpu_scaling_enabled,load_avg,library_build_type,type,level,size,num_sharing,filter_location,iterations,repetition_index,repetitions,run_type,threads
20,WqE8i,s,4.3.2,key,2.3.1-develop-g1a6e07c4 (2019-12-06),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-12-06,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.2.1,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.2.1,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2019-12-06 09:24:52,a5e5a2887778,36,3399,False,"[17.55, 17.25, 16.64]",debug,Unified,2.0,1024000000.0,2.0,,1,0,0,iteration,1
21,XeHsb,s,4.3.2,key,2.3.1-benchmark_old_cmake-g56c4e4a8 (2019-11-29),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-29,Unix Makefiles Linux-4.15.0-1052-aws:GNU-9.2.1,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.2.1,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2019-11-29 16:46:38,40f57f1403ef,36,3394,False,"[17.08, 17.01, 18.05]",debug,Unified,3.0,25344000000.0,36.0,,1,0,0,iteration,1
22,YhZdM,s,4.3.2,key,2.4.1-develop-gd4187e78 (2020-03-27),2.4.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2020-03-27,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.2.1,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.2.1,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2020-03-27 09:24:34,4f985902afbc,36,3400,False,"[52.26, 41.16, 25.76]",debug,Instruction,1.0,32000000.0,2.0,,1,0,0,iteration,1
23,YiHEF,s,4.3.2,key,2.3.1-benchmark_old_cmake-g81522043 (2019-11-29),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-11-29,Unix Makefiles Linux-4.15.0-1052-aws:GNU-9.2.1,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.2.1,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2019-11-29 17:22:55,51a4833c3edd,36,3351,False,"[21.66, 28.62, 25.72]",debug,Unified,3.0,25344000000.0,36.0,,1,0,0,iteration,1
24,Z462W,s,4.3.2,key,2.3.1-develop-gaf6fcbb1 (2019-12-27),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-12-27,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.2.1,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.2.1,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2019-12-27 09:24:21,d239da474f07,36,3400,False,"[4.27, 7.36, 7.76]",debug,Unified,3.0,25344000000.0,36.0,,1,0,0,iteration,1
25,Z8vQ9,s,4.3.2,key,2.5.0-develop-g01042290 (2020-05-22),2.5.0, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2020-05-22,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.3.0,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.3.0,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2020-05-22 09:24:31,2bc6cdb48472,36,3279,False,"[5.1, 7.15, 9.61]",debug,Unified,2.0,1024000000.0,2.0,,1,0,0,iteration,1
26,Zu60n,s,4.3.2,key,2.3.1-develop-g807f55eb (2019-12-02),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-12-02,Visual Studio 16 2019 x64 Windows-10.0.17763:MSVC-19.23.28106.4,Visual Studio 16 2019,Windows,10.0.17763,x64,MSVC,19.23.28106.4, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,Intel(R) Core(TM) i7-4712HQ CPU @ 2.30GHz,12/02/19 10:09:34,HERSCHEL,8,2295,False,[],release,Unified,2.0,262144000.0,2.0,,1,0,0,iteration,1
27,au4lB,s,4.3.2,key,2.3.1-develop-g5cf0a14e-dirty (2020-01-03),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2020-01-03,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.2.1,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.2.1,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2020-01-03 09:28:41,9b9c28c4b3a7,36,3400,False,"[13.51, 14.88, 15.6]",debug,Data,1.0,32000000.0,2.0,,1,0,0,iteration,1
28,bL0YM,s,4.3.2,key,2.5.0-develop-g7d965585 (2020-04-19),2.5.0, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2020-04-19,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.2.1,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.2.1,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2020-04-19 09:19:20,161301bbd116,36,3400,False,"[12.5, 13.82, 15.19]",debug,Data,1.0,32000000.0,2.0,,1,0,0,iteration,1
29,bb71v,s,4.3.2,key,2.4.2-develop-gcab10697 (2020-04-07),2.4.2, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2020-04-07,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.2.1,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.2.1,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2020-04-07 09:19:35,e49bf18a5ee7,36,3350,False,"[6.54, 12.7, 15.32]",debug,Unified,2.0,1024000000.0,2.0,,1,0,0,iteration,1
30,ccxj7,s,4.3.2,key,2.3.1-develop-g0f37a715-dirty (2019-12-20),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-12-20,Unix Makefiles  Darwin-18.7.0:AppleClang-10.0.0.10001145,Unix Makefiles,Darwin,18.7.0,,AppleClang,10.0.0.10001145,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Core(TM) i5-4278U CPU @ 2.60GHz,2019-12-23 14:35:36,macdyn.llnl.gov,4,2600,False,"[10.0205, 3.15039, 1.25244]",release,Data,1.0,32768000.0,2.0,,1,0,0,iteration,1
31,d7mrQ,s,4.3.2,key,2.5.0-develop-gcc5bbbc3 (2020-05-19),2.5.0, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2020-05-19,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.3.0,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.3.0,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2020-05-19 09:29:32,6b1828d9886f,36,3400,False,"[25.65, 24.4, 20.87]",debug,Instruction,1.0,32000000.0,2.0,,1,0,0,iteration,1
32,dkmwe,s,4.3.2,key,2.3.1-toml11_conversion-gbb9385c6-dirty (2019-12-20),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-12-20,Visual Studio 15 2017 x64 Windows-10.0.18362:MSVC-19.16.27026.1,Visual Studio 15 2017,Windows,10.0.18362,x64,MSVC,19.16.27026.1, /DWIN32 /D_WINDOWS /W3 /GR /EHsc /MD /O2 /Ob2 /DNDEBUG /machine:x64 /EHsc;/std:c++14,AMD64,AMD Ryzen Threadripper 1950X 16-Core Processor,12/20/19 04:40:18,SIRIUS,32,3394,False,[],debug,Instruction,1.0,65536000.0,2.0,,1,0,0,iteration,1
33,eCyrB,s,4.3.2,key,2.5.0-develop-g2bf1e308 (2020-05-01),2.5.0, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2020-05-01,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.3.0,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.3.0,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2020-05-01 09:20:02,fdaad73053dc,36,3400,False,"[16.08, 15.59, 11.09]",debug,Data,1.0,32000000.0,2.0,,1,0,0,iteration,1
34,eIYzJ,s,4.3.2,key,2.3.1-develop-g8c703ff6 (2019-12-15),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-12-15,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.2.1,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.2.1,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2019-12-15 09:24:41,ba21fce76c41,36,3404,False,"[16.34, 14.91, 15.4]",debug,Unified,3.0,25344000000.0,36.0,,1,0,0,iteration,1
35,esIjh,s,4.3.2,key,2.5.0-develop-g261c7704 (2020-04-28),2.5.0, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2020-04-28,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.2.1,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.2.1,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2020-04-28 09:24:22,ae2594cab4f9,36,3400,False,"[9.16, 13.37, 16.87]",debug,Unified,3.0,25344000000.0,36.0,,1,0,0,iteration,1
36,fPA4e,s,4.3.2,key,2.5.0-develop-g8dbb8f6c (2020-04-24),2.5.0, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2020-04-24,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.2.1,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.2.1,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2020-04-24 09:29:40,f1a4541839e2,36,3400,False,"[16.39, 13.61, 16.53]",debug,Instruction,1.0,32000000.0,2.0,,1,0,0,iteration,1
37,fYcDU,s,4.3.2,key,2.5.0-develop-g01042290 (2020-05-24),2.5.0, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2020-05-24,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.3.0,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.3.0,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2020-05-24 09:24:53,94298ae9419e,36,3316,False,"[13.45, 12.38, 9.39]",debug,Unified,3.0,25344000000.0,36.0,,1,0,0,iteration,1
38,fwMnV,s,4.3.2,key,2.4.1-develop-gfae7ecff (2020-03-13),2.4.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2020-03-13,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.2.1,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.2.1,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2020-03-13 09:24:31,2e02eb7f7ade,36,3400,False,"[7.91, 14.06, 18.84]",debug,Instruction,1.0,32000000.0,2.0,,1,0,0,iteration,1
39,gWR7V,s,4.3.2,key,2.5.0-develop-g5938d22f (2020-05-12),2.5.0, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2020-05-12,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.3.0,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.3.0,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2020-05-12 09:25:09,e0a4a6877908,36,3400,False,"[17.85, 18.78, 18.07]",debug,Unified,2.0,1024000000.0,2.0,,1,0,0,iteration,1
40,gtz4v,s,4.3.2,key,2.4.2-develop-g27e2216b (2020-04-12),2.4.2, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2020-04-12,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.2.1,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.2.1,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2020-04-12 09:29:10,6b74df6ab476,36,3400,False,"[16.97, 18.03, 19.14]",debug,Unified,3.0,25344000000.0,36.0,,1,0,0,iteration,1
41,i3W4s,s,4.3.2,key,2.5.0-develop-g6ede709e (2020-04-26),2.5.0, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2020-04-26,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.2.1,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.2.1,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2020-04-26 09:28:49,b81273ccc3d7,36,3400,False,"[6.15, 8.2, 9.09]",debug,Instruction,1.0,32000000.0,2.0,,1,0,0,iteration,1
42,kKRb9,s,4.1.5,key,2.3.1 (2019-11-22),2.3.1 (2019, ZMQ v4.1.5,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-12-12,Unix Makefiles  Linux-4.14.0-115.10.1.1chaos.ch6a.ppc64le:GNU-4.9.3,Unix Makefiles,Linux,4.14.0-115.10.1.1chaos.ch6a.ppc64le:,,GNU,4.9.3,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,ppc64le,,2019-12-12 15:37:25,lassen708,128,3800,True,"[2.58, 3.39, 3.31]",release,Unified,3.0,10240000000.0,8.0,,1,0,0,iteration,1
43,kkJWd,s,4.3.2,key,2.5.1-develop-g80ecfd1e (2020-06-04),2.5.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2020-06-04,Visual Studio 16 2019 x64 Windows-10.0.17763:MSVC-19.26.28806.0,Visual Studio 16 2019,Windows,10.0.17763,x64,MSVC,19.26.28806.0, /DWIN32 /D_WINDOWS /GR /EHsc /arch:AVX512 /O2 /Ob2 /DNDEBUG  /machine:x64 /EHsc;/std:c++14,AMD64,Intel(R) Xeon(R) W-2295 CPU @ 3.00GHz,06/04/20 19:12:33,LEAVITT,36,3000,False,[],release,Unified,2.0,1048576000.0,2.0,,2,0,0,iteration,1
44,ltYny,s,4.3.2,key,2.3.1-develop-g807f55eb (2019-12-03),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-12-03,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.2.1,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.2.1,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2019-12-03 09:19:25,f9ec907a825b,36,3381,False,"[18.63, 15.64, 13.44]",debug,Instruction,1.0,32000000.0,2.0,,1,0,0,iteration,1
45,mhK1x,s,4.3.2,key,2.4.2-develop-gd9cd9e9a (2020-03-29),2.4.2, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2020-03-29,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.2.1,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.2.1,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2020-03-29 09:28:07,0ef166351206,36,3401,False,"[3.47, 3.3, 3.9]",debug,Instruction,1.0,32000000.0,2.0,,1,0,0,iteration,1
46,oDrWX,s,4.3.2,key,2.5.0-develop-g69b0020a (2020-05-10),2.5.0, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2020-05-10,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.3.0,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.3.0,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2020-05-10 09:32:35,e570b9ba24f3,36,3400,False,"[65.58, 53.27, 52.11]",debug,Unified,3.0,25344000000.0,36.0,,1,0,0,iteration,1
47,p0Hov,s,4.3.2,key,2.4.2-develop-gf4e0d5c8 (2020-04-03),2.4.2, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2020-04-03,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.2.1,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.2.1,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2020-04-03 09:29:01,ec6058958e98,36,3400,False,"[56.41, 36.36, 24.32]",debug,Unified,2.0,1024000000.0,2.0,,1,0,0,iteration,1
48,pyvda,s,4.3.2,key,2.4.1-develop-gb4306083 (2020-03-17),2.4.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2020-03-17,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.2.1,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.2.1,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2020-03-17 09:27:53,e0d45831a90c,36,3397,False,"[3.03, 3.02, 6.82]",debug,Unified,3.0,25344000000.0,36.0,,1,0,0,iteration,1
49,qHH2x,s,4.3.2,key,2.3.1-develop-g0f37a715-dirty (2019-12-20),2.3.1, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2019-12-20,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.2.1,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.2.1,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2019-12-20 09:23:37,e3c410fd119d,36,3163,False,"[11.86, 12.65, 13.63]",debug,Data,1.0,32000000.0,2.0,,1,0,0,iteration,1
50,rVt4W,s,4.3.2,key,2.4.2-develop-gf4e0d5c8 (2020-04-05),2.4.2, ZMQ v4.3.2,C:\Users\barn553\Documents\helics_benchmark_results\benchmark_results\2020-04-05,Unix Makefiles  Linux-4.15.0-1052-aws:GNU-9.2.1,Unix Makefiles,Linux,4.15.0-1052-aws:,,GNU,9.2.1,  -O3 -DNDEBUG  $<$<COMPILE_LANGUAGE:CXX>:-std=c++14>,x86_64,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,2020-04-05 09:24:57,0daa7b0665e2,36,3395,False,"[19.61, 20.63, 18.3]",debug,Unified,2.0,1024000000.0,2.0,,1,0,0,iteration,1
